4929410000000,4254.696,2.77304e-09,43.09441,2
4929410000000,5355.363,2.73537e-09,43.09441,2
9253490000000,9218.996,5.92872e-10,42.95198,1
94949100000000,458.6367,2.56838e-12,27.09828,3
94949100000000,373.9602,2.52809e-12,27.09828,3
95037400000000,256.5773,2.16515e-12,27.07583,3
9433620000000,3736.519,4.5187e-10,42.94417,2
9433620000000,4643.975,4.35042e-10,42.94417,2
18282200000000,8894.566,7.09824e-11,42.38032,1
94357500000000,834.7515,2.04457e-12,27.24867,3
94357500000000,671.6477,2.06327e-12,27.24867,3
94610600000000,626.0654,2.84855e-12,27.18432,3
13187500000000,3008.191,1.63187e-10,42.74793,2
13187500000000,3646.106,1.64094e-10,42.74793,2
26914700000000,8437.166,2.27733e-11,41.50147,1
93497600000000,1058.442,2.36864e-12,27.46734,3
93497600000000,836.1545,2.22335e-12,27.46734,3
93740900000000,1143.446,2.14534e-12,27.40546,3
16038800000000,2230.067,1.08363e-10,42.55638,2
16038800000000,2589.606,1.10765e-10,42.55638,2
35060900000000,7929.484,1.74587e-11,40.39645,1
92305300000000,1746.877,3.61755e-12,27.77061,3
92530000000000,1090.097,1.99992e-12,27.71345,3
92530000000000,845.3014,2.09012e-12,27.71345,3
18026500000000,1546.207,6.97867e-11,42.40151,2
18026500000000,1686.321,6.64868e-11,42.40151,2
42700000000000,7422.721,1.08514e-11,39.14107,1
90271800000000,2326.629,2.78818e-12,28.28783,3
91624900000000,938.1238,1.90337e-12,27.94369,3
91624900000000,717.7913,2.10173e-12,27.94369,3
19329900000000,1031.263,6.76911e-11,42.29055,2
19329900000000,1050.91,6.42881e-11,42.29055,2
49837100000000,6916.269,7.71545e-12,37.79971,1
87709500000000,2801.939,3.5284e-12,28.93886,3
90916200000000,664.193,2.28796e-12,28.12395,3
90916200000000,507.2432,2.20378e-12,28.12395,3
20167500000000,665.1006,4.72038e-11,42.21536,2
20167500000000,675.3249,4.62949e-11,42.21536,2
56454200000000,6369.374,2.93775e-12,36.43118,1
84730800000000,3169.393,4.38536e-12,29.69355,3
90464800000000,366.1936,1.86356e-12,28.23875,3
90464800000000,285.2947,1.89922e-12,28.23875,3
20704100000000,418.8445,3.19732e-11,42.16561,2
20704100000000,421.8133,3.18191e-11,42.16561,2
62483500000000,5723.354,2.47824e-12,35.09634,1
81419500000000,3477.04,1.03235e-11,30.52798,3
90246800000000,138.7792,1.80164e-12,28.29419,3
90246800000000,116.1215,1.77589e-12,28.29419,3
21016600000000,204.0339,3.76076e-11,42.13606,2
21016600000000,215.0982,3.74361e-11,42.13606,2
67762000000000,4786.28,5.59231e-12,33.87105,1
77853900000000,3612.452,1.25335e-11,31.4187,3
90177700000000,28.35038,1.87603e-12,28.31176,3
90177700000000,26.70545,1.78183e-12,28.31176,3
21016600000000,215.0982,3.76076e-11,42.13606,2
21016600000000,204.0339,3.74361e-11,42.13606,2
67762000000000,4786.28,5.59231e-12,33.87105,1
77853900000000,3612.452,1.25335e-11,31.4187,3
90177700000000,26.70545,1.87603e-12,28.31176,3
90177700000000,28.35038,1.78183e-12,28.31176,3
20704100000000,421.8133,3.19732e-11,42.16561,2
20704100000000,418.8445,3.18191e-11,42.16561,2
62483500000000,5723.354,2.47824e-12,35.09634,1
81419500000000,3477.04,1.03235e-11,30.52798,3
90246800000000,116.1215,1.80164e-12,28.29419,3
90246800000000,138.7792,1.77589e-12,28.29419,3
20167500000000,675.3249,4.72038e-11,42.21536,2
20167500000000,665.1006,4.62949e-11,42.21536,2
56454200000000,6369.374,2.93775e-12,36.43118,1
84730800000000,3169.393,4.38536e-12,29.69355,3
90464800000000,285.2947,1.86356e-12,28.23875,3
90464800000000,366.1936,1.89922e-12,28.23875,3
