0,1e-07,0,1e-07,1e-07,1.04e-07,2
0,1e-07,0,1e-07,1.04e-07,1.08e-07,2
0,1e-07,0,1e-07,1.08e-07,1.12e-07,2
0,1e-07,0,1e-07,1.12e-07,1.16e-07,2
0,1e-07,0,1e-07,1.16e-07,1.2e-07,2
0,1e-07,0,1e-07,1.2e-07,1.24e-07,2
0,1e-07,0,1e-07,1.24e-07,1.28e-07,2
0,1e-07,0,1e-07,1.28e-07,1.32e-07,2
0,1e-07,0,1e-07,1.32e-07,1.36e-07,2
0,1e-07,0,1e-07,1.36e-07,1.4e-07,2
0,1e-07,0,1e-07,1.4e-07,1.44e-07,2
0,1e-07,0,1e-07,1.44e-07,1.48e-07,2
0,1e-07,0,1e-07,1.48e-07,1.52e-07,2
0,1e-07,0,1e-07,1.52e-07,1.56e-07,2
0,1e-07,0,1e-07,1.56e-07,1.6e-07,2
0,1e-07,0,1e-07,1.6e-07,1.64e-07,2
0,1e-07,0,1e-07,1.64e-07,1.68e-07,2
0,1e-07,0,1e-07,1.68e-07,1.72e-07,2
0,1e-07,0,1e-07,1.72e-07,1.76e-07,2
0,1e-07,0,1e-07,1.76e-07,1.8e-07,2
0,1e-07,0,1e-07,1.8e-07,1.84e-07,2
0,1e-07,0,1e-07,1.84e-07,1.88e-07,2
0,1e-07,0,1e-07,1.88e-07,1.92e-07,2
0,1e-07,0,1e-07,1.92e-07,1.96e-07,2
0,1e-07,0,1e-07,1.96e-07,2e-07,2
0,1e-07,0,1e-07,0,4e-09,1
0,1e-07,0,1e-07,4e-09,8e-09,1
0,1e-07,0,1e-07,8e-09,1.2e-08,1
0,1e-07,0,1e-07,1.2e-08,1.6e-08,1
0,1e-07,0,1e-07,1.6e-08,2e-08,1
0,1e-07,0,1e-07,2e-08,2.4e-08,1
0,1e-07,0,1e-07,2.4e-08,2.8e-08,1
0,1e-07,0,1e-07,2.8e-08,3.2e-08,1
0,1e-07,0,1e-07,3.2e-08,3.6e-08,1
0,1e-07,0,1e-07,3.6e-08,4e-08,1
0,1e-07,0,1e-07,4e-08,4.4e-08,1
0,1e-07,0,1e-07,4.4e-08,4.8e-08,1
0,1e-07,0,1e-07,4.8e-08,5.2e-08,1
0,1e-07,0,1e-07,5.2e-08,5.6e-08,1
0,1e-07,0,1e-07,5.6e-08,6e-08,1
0,1e-07,0,1e-07,6e-08,6.4e-08,1
0,1e-07,0,1e-07,6.4e-08,6.8e-08,1
0,1e-07,0,1e-07,6.8e-08,7.2e-08,1
0,1e-07,0,1e-07,7.2e-08,7.6e-08,1
0,1e-07,0,1e-07,7.6e-08,8e-08,1
0,1e-07,0,1e-07,8e-08,8.4e-08,1
0,1e-07,0,1e-07,8.4e-08,8.8e-08,1
0,1e-07,0,1e-07,8.8e-08,9.2e-08,1
0,1e-07,0,1e-07,9.2e-08,9.6e-08,1
0,1e-07,0,1e-07,9.6e-08,1e-07,1
