4.5e-07,4.52e-07,0,1e-08,1e-06,1.004e-06,1
4.5e-07,4.52e-07,0,1e-08,1.004e-06,1.008e-06,1
4.5e-07,4.52e-07,0,1e-08,1.008e-06,1.012e-06,1
4.5e-07,4.52e-07,0,1e-08,1.012e-06,1.016e-06,1
4.5e-07,4.52e-07,0,1e-08,1.016e-06,1.02e-06,1
4.5e-07,4.52e-07,0,1e-08,1.02e-06,1.024e-06,1
4.5e-07,4.52e-07,0,1e-08,1.024e-06,1.028e-06,1
4.5e-07,4.52e-07,0,1e-08,1.028e-06,1.032e-06,1
4.5e-07,4.52e-07,0,1e-08,1.032e-06,1.036e-06,1
4.5e-07,4.52e-07,0,1e-08,1.036e-06,1.04e-06,1
4.5e-07,4.52e-07,0,1e-08,1.04e-06,1.044e-06,1
4.5e-07,4.52e-07,0,1e-08,1.044e-06,1.048e-06,1
4.5e-07,4.52e-07,0,1e-08,1.048e-06,1.052e-06,1
4.5e-07,4.52e-07,0,1e-08,1.052e-06,1.056e-06,1
4.5e-07,4.52e-07,0,1e-08,1.056e-06,1.06e-06,1
4.5e-07,4.52e-07,0,1e-08,1.06e-06,1.064e-06,1
4.5e-07,4.52e-07,0,1e-08,1.064e-06,1.068e-06,1
4.5e-07,4.52e-07,0,1e-08,1.068e-06,1.072e-06,1
4.5e-07,4.52e-07,0,1e-08,1.072e-06,1.076e-06,1
4.5e-07,4.52e-07,0,1e-08,1.076e-06,1.08e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1e-06,1.004e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.004e-06,1.008e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.008e-06,1.012e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.012e-06,1.016e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.016e-06,1.02e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.02e-06,1.024e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.024e-06,1.028e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.028e-06,1.032e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.032e-06,1.036e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.036e-06,1.04e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.04e-06,1.044e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.044e-06,1.048e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.048e-06,1.052e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.052e-06,1.056e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.056e-06,1.06e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.06e-06,1.064e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.064e-06,1.068e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.068e-06,1.072e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.072e-06,1.076e-06,1
4.5e-07,4.52e-07,1e-08,2e-08,1.076e-06,1.08e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1e-06,1.004e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.004e-06,1.008e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.008e-06,1.012e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.012e-06,1.016e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.016e-06,1.02e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.02e-06,1.024e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.024e-06,1.028e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.028e-06,1.032e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.032e-06,1.036e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.036e-06,1.04e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.04e-06,1.044e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.044e-06,1.048e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.048e-06,1.052e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.052e-06,1.056e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.056e-06,1.06e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.06e-06,1.064e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.064e-06,1.068e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.068e-06,1.072e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.072e-06,1.076e-06,1
4.5e-07,4.52e-07,2e-08,3e-08,1.076e-06,1.08e-06,1
4.5e-07,4.52e-07,3e-08,4e-08,1e-06,1.004e-06,1
4.5e-07,4.52e-07,3e-08,4e-08,1.004e-06,1.008e-06,1
4.5e-07,4.52e-07,3e-08,4e-08,1.008e-06,1.012e-06,1
4.5e-07,4.52e-07,3e-08,4e-08,1.012e-06,1.016e-06,1
4.5e-07,4.52e-07,3e-08,4e-08,1.016e-06,1.02e-06,1
